uuid,sex,age,age_group,occupation,district,visit,time_slot
efc491eb95974559a2c1b76f1e3621ee,남자,40,40대,그 외 제조 관련 단순 종사원,울산-동구,False,
8b132bd5dcb24dd2923633f4cc85c904,남자,50,50대,무직,충청남-태안군,False,
8fc3f42747164993b2711f098df4098f,남자,22,20대,"전직 그 외 금속·재료 공학 기술자 및 연구원, 현재 구직중",경기-고양시 일산동구,True,14-17
94419a601ef64fb490fd687b1ca05b0f,남자,21,20대,소방 관리자,서울-성북구,True,17-21
70a78d38a1a64f76850a6fc67ca1dbaa,남자,28,20대,영업 관리 사무원,부산-남구,False,
60a22ba641b942c281b777a26734741c,여자,49,40대,자동 조립라인 조작원,울산-북구,False,
9106df488787442d9d8612285e86451c,남자,40,40대,가스 용접원,경기-화성시,False,
5856cf04a6bf4472bc6cb396bebd8169,여자,31,30대,경리 사무원,서울-강서구,False,
d39d54740be84664ae96293fefefb91d,여자,26,20대,일반 간호사,경상남-진주시,False,
b3644526e7ff4d028a5cb1a835f535ec,남자,63,60대+,방문 고객 상담원,경기-성남시 수정구,False,
3f5ddbdd2c2c4841b298efd4741c09b9,남자,47,40대,화학물 여과기 및 분리기 조작원,경기-평택시,False,
75cc6680340742179e111a730678a7cf,남자,51,50대,웹 프로그래머,경기-수원시 팔달구,True,17-21
2eab454bb1444e4081429d14f54d3adf,여자,23,20대,무직,강원-평창군,False,
70d1a5d3045340a983da8eb88f6c89bf,여자,51,50대,무직,인천-부평구,False,
2eac1f4261a44a7fbe87f35361e9c5d8,남자,79,60대+,무직,서울-강북구,False,
ed12e5a48c5b451fb7ec16c303b46614,여자,76,60대+,무직,경상남-창원시 진해구,False,
1b88a89c87f24bbf9144b8f9fad3edaf,남자,62,60대+,무직,경상남-진주시,False,
cc7579728cba44eb92572ed915351ecd,남자,37,30대,영업 관련 관리자,충청북-제천시,False,
7e354bdf7b8d4c35a141d9ccada9a12a,남자,73,60대+,무직,서울-영등포구,False,
fbce57c114314e6abe84a062ac8938ae,남자,40,40대,무직,경기-수원시 팔달구,False,
bee4b9f4d9634d5ebe686c0be8cb9f69,여자,31,30대,직물 패턴사,울산-남구,True,11-14
cad2cf5c25b34cd4b5b0c718dc22ecd5,여자,36,30대,그 외 발전 및 배전장치 조작원,부산-강서구,False,
113d11ded9c243f4848e24b26fdce473,여자,77,60대+,전화 상담원,경기-안양시 만안구,False,
bf829dad7f8a4259bec0d56ae328575c,여자,68,60대+,쓰레기 수거원,충청남-천안시 서북구,False,
622bbaf65bd0408cbea844edc2c75363,남자,31,30대,정보 시스템 운영자,경상남-밀양시,True,11-14
21b1da6fd70e4c0492968b498b2b88ef,여자,87,60대+,무직,충청남-서산시,False,
4ae87ada43234123a0c8429f91574d9f,남자,41,40대,관리 비서,대전-동구,False,
89d696c889cf4c6393eadb7d336038b6,여자,63,60대+,건물 청소원,서울-송파구,False,
b88c60c8168843db8cf9f14fd2062cfe,남자,52,50대,무직,경상북-구미시,False,
30e47ee31e7041c5a351873e9bb46979,남자,80,60대+,무직,대전-중구,False,
d708f9af2c5b46ddba5b6bde96e8208d,남자,46,40대,모바일 애플리케이션 프로그래머,충청북-충주시,True,11-14
bcfd7ebca9574af2bd22b14e38e7630f,여자,42,40대,회계 사무원,부산-해운대구,False,
ad8ca00ed2d3448cb88b7fc15ebae074,남자,29,20대,무직,부산-북구,True,17-21
ef55e450df194f1b8408135c5cacc2c0,남자,26,20대,자재 관리 사무원,경기-성남시 수정구,True,11-14
3e8317a58dcf4a84a45634dbcf6dd965,여자,50,50대,금속 세척기 조작원,경기-군포시,False,
03a5e516c106460cab14ee37f6465f1a,여자,30,30대,사회 교사,경기-평택시,False,
5e80ea99dff447b69550dd58c2226b56,남자,56,50대,우편집배원,대구-북구,False,
fa458c2648bd4b94a32cbe5b7ecff160,여자,57,50대,상담 전문가,인천-서구,False,
4fe02056b361482391722a722b71acba,남자,81,60대+,무직,서울-관악구,False,
cbe41d86cbe44524b3ce2a84282572f9,여자,56,50대,무직,경상북-구미시,False,
351cba4048cf406296aab5a422ad2895,여자,30,30대,"전직 식품공학 기술자 및 연구원, 현재 구직중",충청남-서산시,False,
223156639e0d476c9008b8de1874459f,여자,74,60대+,무직,경상남-창원시 성산구,False,
738ee1e8eea1497da40efaffd0b495c0,남자,65,60대+,무직,경기-남양주시,False,
8b5912a3fd6c43d3893a6057638deff7,여자,65,60대+,무직,강원-속초시,False,
b00b576603ab45c7b9e76266f0b8aaa3,남자,36,30대,수질 환경 기술자 및 연구원,서울-송파구,True,17-21
a87448a73ff14e78a968ac331b0e2d72,여자,65,60대+,시설 경비원,인천-미추홀구,False,
80cc2cffb81146c9937cc83ffd5a0628,남자,40,40대,금속 주입원,서울-동대문구,True,06-11
a4f44e55f3bc4c47ab2552f5b5fbcf2f,남자,54,50대,경리 사무원,경기-수원시 장안구,False,
f0ad17190d324a1484517e84581d8d7e,여자,64,60대+,건물 청소원,전라남-고흥군,False,
7ee0faa953b94fac9cadd6cf4b90c2c1,남자,61,60대+,무직,경기-구리시,False,
49722a98a28b4f02aed3c25711bdd12e,남자,78,60대+,승용차 및 승합차 운전원,경기-안산시 상록구,False,
693d9b5ba73e49eebfcb017e003f42d7,남자,30,30대,영업 관리 사무원,부산-사상구,False,
7e230e2e27c342eaa8f7da1159337e3c,여자,48,40대,상담 전문가,대구-수성구,False,
57d09b52a8e54aeda3497aee2c2a3bcf,남자,70,60대+,무직,경상남-거창군,False,
a1e509ca7afb44858925f8680ea8d250,여자,52,50대,방송장비 설치 및 수리원,인천-미추홀구,False,
59952736388b459c9b51f9f66efa3820,남자,31,30대,화학물 여과기 및 분리기 조작원,세종-세종시,False,
905b1922c69e411e91b738e4c88ae3c4,여자,57,50대,마케팅 전문가,대구-동구,False,
84934918eb61453a82366500914f2e82,여자,19,10대,무직,전북-군산시,False,
4f6f82fc2d834ed4a79cf28c42dc1763,여자,58,50대,"전직 간호조무사, 현재 구직중",경기-수원시 권선구,False,
025dbabbda0544768b70436fcdc8dabf,남자,46,40대,그 외 제조 관련 단순 종사원,대구-달서구,False,
60284eaf0d4c46f194dd184c9c7f5c29,남자,57,50대,건물 경비원,전북-김제시,False,
682d2f48ecd943a19e9539174535ff32,남자,49,40대,조선공학 기술자 및 연구원,서울-강남구,False,
944a80d11305456d86ae350ac2a026d5,남자,38,30대,무직,경상북-경주시,False,
2daefd03390a41088dcb6d93695979d9,여자,60,60대+,무직,경기-이천시,False,
6233057787e34379a851654fb0164740,여자,56,50대,계기 검침원,충청남-부여군,False,
8f0a513230a9412aab602feac903fd24,남자,72,60대+,건물 경비원,서울-성북구,False,
4240f68ff7444e99937d864560a4193e,남자,62,60대+,마케팅 전문가,대구-달서구,False,
0c147f461fb3425084d96324cde2d070,남자,43,40대,무직,부산-부산진구,False,
e345dcdd7e0248db8c85bb159aae1617,여자,40,40대,무직,경상남-거제시,False,
e92818f39daf427fbe59c4dc4c32bebd,여자,47,40대,교육 및 훈련 사무원,서울-노원구,False,
d37e981284074242ae54eebb53baa051,남자,40,40대,지게차 운전원,인천-연수구,False,
e9bb21f6ad4e4bde943a48d8975e5f29,여자,84,60대+,무직,부산-동래구,False,
6f47968a950b4bd3ad58eb6793315253,여자,26,20대,무직,서울-관악구,False,
f0dc3ce67bfc4ae8af9931d266093239,남자,69,60대+,무직,전북-군산시,False,
7efc1ab8056a462bbc687208458ecb94,남자,31,30대,상품 기획자,경상북-영주시,False,
80e39b45442d4c5eb7a8192746ed6485,여자,47,40대,데이터 관리 및 운영자,부산-남구,False,
24db70a3d6144f2db3731d692ab22d6a,남자,28,20대,그 외 자동차 정비원,서울-강남구,True,14-17
d909d7b3d2a54559826040eda656aea2,남자,60,60대+,무직,경기-평택시,False,
39c283ca34884a658df961438f668e3d,남자,43,40대,금형원,경상남-진주시,False,
b416a5dce8f64a4bbd753b04570e2082,여자,48,40대,정보 시스템 운영자,대구-수성구,False,
dee16ab3b9844953a173f7bd9bd24900,여자,40,40대,무직,부산-동구,False,
5ab374374dfb42bb83f32dc84b4ea468,남자,49,40대,그 외 전기공학 기술자 및 연구원,대구-북구,False,
52aa79f33e9a44519d2082ae427d280f,여자,21,20대,그 외 일반 영업원,서울-광진구,True,14-17
8838f4e802bf4543bb56525644b8c380,남자,51,50대,그 외 화학제품 생산기 조작원,경기-시흥시,False,
2441bf2683034a7eadece4089c4497ae,여자,81,60대+,무직,부산-해운대구,False,
ee43f80890b24f28bce490ab9edf8ad3,남자,30,30대,상품 기획자,경기-수원시 팔달구,False,
8f81745baaa94887a28aee26b89fc39c,여자,42,40대,음식 서비스 종사원,전북-군산시,False,
38f70a484448494fa5d2731bd0a9dc0f,남자,66,60대+,교육 및 훈련 사무원,서울-마포구,False,
736dc2ad984d46a894c840f32d84d27c,여자,79,60대+,건물 청소원,경상북-경주시,False,
25f2d65af0bb434686f5e498bd2f3e2b,여자,54,50대,식품 영업원,경기-광주시,False,
65a583c005a34f619122eeaee99b41ec,여자,49,40대,보육교사,서울-송파구,False,
4b124b1c993546e0b42531b1dc8b6dc6,남자,54,50대,무직,경상북-문경시,False,
95e74635617c4cec81ed98fbb559f6b1,여자,69,60대+,그 외 돌봄 및 보건 서비스 종사원,경기-남양주시,False,
18cd6952fafe43d1a3c2d5206ac155bf,여자,26,20대,공공행정 사무원,경기-수원시 권선구,False,
5f114f26fbb84813b11444bc4a525672,여자,49,40대,무직,부산-사하구,False,
1a1b6bcccd0a4520bc0c3e237643ec6c,여자,31,30대,경리 사무원,경상남-창원시 마산회원구,False,
817b577fc6574e88b9f72c219fabb4bb,여자,32,30대,체육 및 그 외 분야 교수,경기-고양시 일산동구,False,
8018edd3080f4b18a5a6912a239acb8d,남자,42,40대,중식 조리사,경기-안산시 단원구,False,
d5891f29c6ac45e1884136f7ebaa179f,여자,48,40대,회계 사무원,서울-송파구,False,
bd048c25c33044c7b25063f5d778ff7e,여자,45,40대,영업 관련 관리자,경기-안양시 만안구,False,
4ed6f768b5324ada9a4eb34ce2245040,남자,28,20대,생산관리 사무원,서울-종로구,True,17-21
a3118ff663544c28803bce7950351ede,남자,43,40대,경영 기획 사무원,서울-성동구,True,17-21
b2963e70a6814db6bbc9a79d1c82cded,여자,38,30대,무직,경상남-김해시,False,
31b08f0679994f489b4cc313ec8adf9b,남자,66,60대+,그 외 서비스 관련 단순 종사원,대전-서구,False,
f7bf65266efd4a079cca6d49b834f8ac,여자,39,30대,산업 안전원,경기-하남시,False,
4448711ba9a44fa0a288b34ad6798c06,여자,78,60대+,무직,전북-김제시,False,
5e1de2bb0eb44569ab60429b341ea061,여자,84,60대+,무직,경기-성남시 수정구,False,
47ce994ce8f8437694033622b0adc66f,남자,48,40대,그 외 일반 영업원,경기-안성시,False,
94d58a762af743fb916e7d233bbf2027,여자,62,60대+,무직,강원-강릉시,False,
a5df7d6a5bff47cf8fca8ea04b009724,여자,26,20대,마케팅 관리자,경기-수원시 장안구,False,
346b0b91c5434d9ba0f95c9eac8a2212,남자,32,30대,위험 관리원,충청남-홍성군,False,
e7620dbc75ed4642a01409204d50f29e,여자,36,30대,그 외 조리사,서울-동대문구,True,17-21
c345f2918f074d2b9583cdd116a3993e,여자,30,30대,유치원 교사,부산-영도구,False,
00b02aeb941346958e14ffb544b8703b,여자,44,40대,산업 안전원,경기-고양시 일산서구,False,
0c0fcbc2661c4d87984052e3a38dd244,남자,46,40대,총무 및 인사 관리자,세종-세종시,False,
7bec5bbf398842cf90a6df0e4e60c41b,남자,70,60대+,공연·영화 및 음반 기획자,대구-서구,False,
60919884c5b8489baad10da1d16bba9e,남자,27,20대,일반 비서,경기-부천시 원미구,False,
6dfd052b3f8d42738ff271b1def57ecd,남자,70,60대+,무직,경기-양주시,False,
ecac2c6fbd6f4a61afc086decd73bb49,남자,65,60대+,부동산 중개사,전라남-여수시,False,
6a0fcdd1c8be4030820998c3663a27d7,여자,49,40대,노점 및 이동 판매원,서울-강북구,False,
07e5d4d40c7a46e5b40b0b1a2e124ba4,남자,54,50대,기업 고위 임원,충청남-천안시 동남구,False,
49e69085c46843508568aa9c600c24cd,여자,32,30대,국가행정 사무원,대전-서구,False,
38e2f5679e084fa0b2a335562e535996,남자,37,30대,정보 보안 전문가,서울-용산구,False,
8203175add444e9cadfb4e168e8a46c2,남자,25,20대,목형원,인천-미추홀구,False,
3ee1d81574104f8fa35a584a5f5291d7,남자,54,50대,강구조물 건립원,충청북-제천시,False,
9601a662dbff403db0056adc48a283cd,여자,77,60대+,무직,경상남-창원시 진해구,False,
969c966ea4da4879b6c26ed690b1c26c,남자,53,50대,마케팅 전문가,대구-남구,False,
79772ebb825042db891f66e776216595,여자,30,30대,보험 관리자,경상북-경주시,False,
d62bb237130b4f87a1d40d3457343932,여자,29,20대,그 외 물품 이동 장비 조작원,경기-안산시 단원구,False,
b67fc927087a4d8abdca455799e414ba,여자,30,30대,산업 안전원,서울-송파구,False,
9954ab2a6cb5435abe3b0c4fc61328d0,여자,55,50대,노점 및 이동 판매원,경기-의정부시,False,
4fae29b0e2f24d64b2f5a40bff00d977,남자,32,30대,가구 도장기 조작원,경기-의왕시,False,
bded35e32ebb4feaa1c4901224fd1cda,여자,54,50대,무직,인천-연수구,False,
139464100cc6424cb227b29d5460895c,여자,45,40대,무직,대전-중구,False,
76520e4d5eee435d9e76834044d7e700,남자,37,30대,품질 관리 사무원,서울-강남구,False,
24fcc0b343b34468b3a11b158cb3ca5f,남자,22,20대,하역 및 적재 관련 단순 종사원,경기-의정부시,False,
adc16ff6bf914ed6a936d8aab08b5478,여자,44,40대,바텐더,전라남-목포시,False,
8bae62780f584e6cbc0356a09cabd5b5,남자,63,60대+,기업 고위 임원,경기-구리시,False,
aff9838c9dfb474a9c6c0401e8e27568,여자,82,60대+,무직,경상북-안동시,False,
45735759fac94274864e0f4d4d5e64ae,여자,40,40대,무직,경기-수원시 장안구,False,
e8b37175534549f5a45bc8bab4289ae5,여자,34,30대,마케팅 전문가,경기-광주시,True,17-21
895937bd59fd4baba8e4bbd655a09033,여자,37,30대,주방 보조원,충청남-아산시,False,
9c0315d03d634b1581d07a6b285457ff,남자,41,40대,품질 관리 사무원,대구-동구,False,
e801fb6dff8c4df59fe757974c5afbfe,여자,29,20대,무직,경상남-창원시 마산회원구,False,
0d6a5121a88f4248b0d4c47ef1db478a,여자,32,30대,여행 사무원,서울-관악구,True,11-14
753f4c1ea46b492c9be74ffd8b5613e4,여자,52,50대,상담 전문가,충청남-천안시 서북구,False,
6f94353af64b474bb3d23972556e7ffd,남자,50,50대,무직,경기-부천시 소사구,False,
0704ed5ed35c488da6d95c287cf67d84,여자,56,50대,무직,충청북-충주시,False,
7e77240e6cd44f63beef994f4f0dd61f,남자,53,50대,무직,서울-은평구,False,
6d49ebd54c91458eabf6b0d9298a404b,여자,44,40대,무직,경기-남양주시,False,
a33d6db4a0e44ed18745b3524e680648,남자,44,40대,엘리베이터 설치 및 정비원,경기-안양시 만안구,False,
2ea36f8cfa684364baaa7b1160695358,여자,68,60대+,무직,서울-강서구,False,
af9d27d5d3274bf78e7c871c830c36f1,여자,36,30대,공공행정 전문가,경기-수원시 영통구,False,
de7812a56ad245afb2dea6ac30fde2e6,여자,64,60대+,무직,경상남-창원시 의창구,False,
c7d1cc63c7c3412795e3756ee081b7e2,여자,88,60대+,무직,경기-남양주시,False,
5cc1bf7859614965b8d035bfefa8996c,여자,62,60대+,무직,경기-평택시,False,
c6816a2421b14f3b8600047a4f62c226,여자,51,50대,스포츠 매니저,서울-노원구,True,11-14
8a85660b2691414ca5e5ea561e709bec,남자,55,50대,그 외 화물차 및 특수차 운전원,울산-울주군,False,
a171b8b7186d467e8377aa1e86ff9f6e,여자,36,30대,무직,서울-은평구,False,
733af93109314cf08cfbd2b5a844580a,남자,48,40대,총무 사무원,세종-세종시,False,
6e12260d03424e36b1cc5674c1fa7f98,남자,28,20대,"전직 네트워크 시스템 개발자, 현재 구직중",전북-전주시 덕진구,False,
b32f62002ad24cc59522ec20b3e47b4f,남자,36,30대,택시 운전원,부산-금정구,True,17-21
ee5d01c2409a4766b8fe8def2f7bb436,여자,76,60대+,무직,경상남-하동군,False,
fed6feec3abd49f7ac6ec21591842a1a,여자,71,60대+,주방 보조원,전라남-목포시,False,
bdcb3d2543a84840a4c1062cb9ba7057,남자,22,20대,중식 조리사,전라남-함평군,False,
ac26303c9d0d4811ae913094fcf592df,남자,34,30대,그 외 금속 및 재료 공학 시험원,서울-강서구,False,
6aaba6200a7542bea8e5c263dee34493,남자,72,60대+,그 외 서비스 관련 단순 종사원,경기-성남시 수정구,False,
7812aac2e4444d48aaa6d28ac610c15f,남자,43,40대,사무 보조원,대전-대덕구,False,
e429b2f85011488e8b73dc20d584665a,남자,62,60대+,무직,경기-안양시 만안구,False,
aca36863fe234f6d849b5321aedb546e,여자,52,50대,무직,서울-노원구,False,
